Lineage	Most common countries	Earliest date	# designated	# assigned	Description	WHO Name
B.1.36.19	Indonesia 60.0%, Singapore 16.0%, India 7.0%, Australia 6.0%, Japan 2.0%	2020-06-08	32	116	Oceana	-
B.1.36.20	United Kingdom 72.0%, Germany 21.0%, Denmark 5.0%, Netherlands 2.0%	2020-08-20	49	58	Mainly Scotland	-
B.1.36.21	Norway 99.0%, United Kingdom 1.0%, Sweden 0.0%	2020-10-07	108	462	Norway lineage	-
B.1.36.22	Finland 75.0%, India 10.0%, Ireland 4.0%, Denmark 2.0%, Sweden 2.0%	2020-06-04	440	821	Lineage with sequences majoritively from Finland	-
B.1.36.23	United Kingdom 72.0%, Netherlands 13.0%, Slovenia 10.0%, Denmark 2.0%, Ireland 2.0%	2020-05-08	38	61	UK	-
B.1.36.24	United Kingdom 69.0%, Germany 13.0%, Denmark 6.0%, India 3.0%, United States of America 2.0%	2020-06-04	98	152	England with Global records	-
B.1.36.25	Denmark 100.0%	2020-10-12	329	452	Denmark	-
B.1.36.26	Canada 94.0%, United Kingdom 3.0%, India 1.0%, United States of America 1.0%	2020-08-26	86	173	Canda/USA	-
B.1.36.28	United Kingdom 97.0%, Norway 2.0%, Gibraltar 1.0%, India 1.0%	2020-09-09	118	172	UK	-
B.1.36.27	Hong_Kong 100.0%	2020-09-18	15	28	Hong Kong lineage, initially associated with travellers from Nepal. Epidemiologically and phylogenetically supported.	-
B.1.36.29	India 91.0%, United States of America 3.0%, United Kingdom 3.0%, United_Arab_Emirates 1.0%, Canada 1.0%	2020-06-27	329	2319	India	-
B.1.36.31	Canada 25.0%, United Kingdom 22.0%, United States of America 16.0%, Denmark 7.0%, India 5.0%	2020-03-08	124	500	UK/Global	-
B.1.36.33	Denmark 71.0%, Sweden 13.0%, United Kingdom 4.0%, Belgium 4.0%, Qatar 2.0%	2020-05-23	102	135	Demark	-
B.1.36.34	United Kingdom 48.0%, India 23.0%, Pakistan 9.0%, United States of America 7.0%, Norway 4.0%	2020-06-10	24	56	UK	-
B.1.36.35	Turkey 37.0%, Switzerland 29.0%, United States of America 9.0%, Norway 8.0%, United Kingdom 6.0%	2020-07-16	125	761	European/Switzerland	-
B.1.36.36	Canada 97.0%, Indonesia 2.0%, United States of America 0.0%, Ireland 0.0%, Mexico 0.0%	2020-06-03	555	1621	Canada	-
B.1.36.37	Canada 99.0%, United Kingdom 1.0%, United_Arab_Emirates 0.0%	2020-10-06	114	335	Canada	-
B.1.36.38	Canada 77.0%, United Kingdom 10.0%, Belgium 6.0%, United States of America 3.0%, India 2.0%	2020-06-08	215	390	Canada/UK	-
B.1.36.39	United Kingdom 95.0%, Egypt 3.0%, Germany 1.0%, Denmark 1.0%, New_Zealand 0.0%	2020-06-01	306	281	UK	-
B.1.37	United States of America 99.0%, Czech_Republic 1.0%	2020-03-10	62	71	USA lineage	-
B.1.38	United States of America 100.0%	2020-03-17	30	30	USA	-
B.1.39	Denmark 91.0%, Iceland 3.0%, Singapore 2.0%, United Kingdom 2.0%, United States of America 1.0%	2020-03-09	227	245	Denmark	-
B.1.40	United Kingdom 100.0%	2020-03-18	37	50	Scotland lineage	-
B.1.44	United Kingdom 100.0%	2020-03-23	99	110	Wales lineage	-
B.1.67	United Kingdom 74.0%, Ecuador 22.0%, United States of America 4.0%	2020-03-23	22	23	Wales lineage	-
B.1.69	United Kingdom 85.0%, Italy 11.0%, Morocco 4.0%	2020-03-06	21	27	Scotland	-
B.1.70	United Kingdom 100.0%	2020-03-13	25	36	Scotland	-
B.1.76	United Kingdom 93.0%, United States of America 6.0%, Italy 1.0%	2020-02-24	51	87	English Lineage	-
B.1.77	United Kingdom 100.0%	2020-05-18	17	23	English lineage	-
B.1.78	Netherlands 75.0%, United States of America 13.0%, India 7.0%, United Kingdom 2.0%, Morocco 1.0%	2020-03-12	77	99	Netherlands lineage	-
B.1.81	United Kingdom 76.0%, United States of America 16.0%, Germany 7.0%, Czech_Republic 2.0%	2020-03-18	27	45	UK lineage	-
B.1.83	Belgium 89.0%, United States of America 3.0%, India 2.0%, Australia 2.0%, Canada 2.0%	2020-03-20	59	66	Belgian lineage	-
B.1.84	Democratic Republic of the Congo 85.0%, Zambia 12.0%, France 2.0%	2020-03-31	35	41	DRC lineage	-
B.1.91	Portugal 61.0%, United Kingdom 13.0%, Brazil 7.0%, New_Zealand 5.0%, Italy 3.0%	2020-02-21	372	441	Portuguese lineage	-
B.1.93	United Kingdom 88.0%, Switzerland 4.0%, Ireland 4.0%, France 1.0%, United States of America 1.0%	2020-03-06	694	1038	UK lineage	-
B.1.94	Luxembourg 46.0%, United States of America 41.0%, Mexico 3.0%, Switzerland 3.0%, France 3.0%	2020-03-15	20	39	Luxembourg	-
B.1.96	Netherlands 100.0%	2020-04-01	40	40	Netherlands lineage	-
B.1.97	United Kingdom 100.0%	2020-03-24	31	39	England	-
B.1.103	United States of America 91.0%, Kenya 2.0%, India 2.0%, Germany 2.0%, Norway 2.0%	2020-03-14	39	47	USA	-
B.1.104	United Kingdom 80.0%, United States of America 13.0%, Singapore 3.0%, Turkey 1.0%, Philippines 1.0%	2020-03-02	169	247	England	-
B.1.105	United Kingdom 97.0%, Italy 3.0%	2020-03-06	79	99	England	-
B.1.106	United States of America 100.0%	2020-04-23	29	31	USA	-
B.1.108	United States of America 95.0%, Australia 4.0%, Japan 1.0%	2020-03-14	121	167	USA	-
B.1.110	Chile 56.0%, United States of America 33.0%, Australia 5.0%, Argentina 4.0%, Turkey 1.0%	2020-03-02	195	218	Chilean/ US and Australia lineage	-
B.1.110.1	Chile 90.0%, United States of America 10.0%	2020-03-18	9	10	Chilean/ US lineage	-
B.1.110.2	United Kingdom 100.0%	2020-04-03	5	6	UK lineage	-
B.1.110.3	United States of America 99.0%, United Kingdom 0.0%, Russia 0.0%, Puerto_Rico 0.0%, Canada 0.0%	2020-03-15	206	1362	USA lineage	-
B.1.111	United States of America 53.0%, Colombia 21.0%, Trinidad_and_Tobago 4.0%, Canada 4.0%, Spain 3.0%	2020-03-07	169	720	South/ Central American lineage (mostly Trinidad and Colombia, an a small cluster from Norwich)	-
B.1.112	United States of America 100.0%	2020-04-06	161	173	USA/UT	-
B.1.113	India 91.0%, United States of America 4.0%, Mexico 3.0%, Cameroon 1.0%	2020-05-07	61	70	Indian lineage	-
B.1.115	Israel 43.0%, United States of America 29.0%, United Kingdom 24.0%, Australia 2.0%, Poland 2.0%	2020-03-17	30	42	Israel and UK	-
B.1.116	United States of America 100.0%	2020-03-29	85	85	USA lineage	-
B.1.117	United Kingdom 92.0%, United States of America 8.0%	2020-03-30	51	83	UK lineage	-
B.1.118	Denmark 76.0%, Slovenia 20.0%, Indonesia 1.0%, Germany 1.0%, United States of America 1.0%	2020-03-09	108	148	Danish	-
B.1.119	United States of America 100.0%	2020-03-12	55	81	USA lineage	-
B.1.120	United Kingdom 98.0%, Estonia 2.0%, Mexico 1.0%	2020-03-27	113	125	Wales lineage	-
B.1.124	United States of America 98.0%, Indonesia 1.0%, Nigeria 1.0%, Switzerland 1.0%	2020-03-19	119	128	USA/WA	-
B.1.126	United States of America 99.0%, Haiti 0.0%, Mexico 0.0%, Puerto_Rico 0.0%, Philippines 0.0%	2020-05-05	170	903	USA (MN) lineage	-
B.1.127	Denmark 96.0%, Ukraine 2.0%, Sweden 1.0%, Germany 0.0%, India 0.0%	2020-10-26	359	483	Denmark	-
B.1.128	Canada 93.0%, Switzerland 3.0%, Democratic Republic of the Congo 3.0%, United States of America 1.0%, France 1.0%	2020-03-09	1152	1496	Canda, Switzerland and DRC	-
B.1.131	United Kingdom 21.0%, Germany 16.0%, Denmark 14.0%, United States of America 11.0%, Norway 9.0%	2020-05-27	62	128	European lineage	-
B.1.134	United States of America 99.0%, Italy 1.0%	2020-04-03	133	176	USA lineage	-
B.1.137	United States of America 98.0%, Kenya 1.0%, Angola 1.0%	2020-04-06	128	127	USA lineage	-
B.1.139	United States of America 100.0%, India 0.0%, Finland 0.0%, Angola 0.0%, Canada 0.0%	2020-03-26	812	1329	USA lineage	-
B.1.140	South_Africa 88.0%, United States of America 6.0%, Argentina 2.0%, Hong_Kong 2.0%, Mozambique 2.0%	2020-03-14	44	51	South African lineage	-
B.1.142	United Kingdom 99.0%, Italy 0.0%, Sweden 0.0%	2020-03-12	279	330	Wales lineage	-
B.1.143	India 74.0%, Bulgaria 5.0%, Kenya 5.0%, Morocco 2.0%, Senegal 2.0%	2020-03-28	33	42	Indian lineage	-
B.1.145	India 100.0%	2020-04-21	13	17	Indian lineage	-
B.1.146	Slovenia 36.0%, Switzerland 36.0%, Germany 12.0%, Austria 6.0%, Luxembourg 2.0%	2020-06-23	83	232	Swiss lineage	-
B.1.147	Canada 84.0%, Belize 5.0%, France 3.0%, United Kingdom 3.0%, Belgium 2.0%	2020-03-04	758	1346	Canadian lineage	-
B.1.149	Slovenia 73.0%, Democratic Republic of the Congo 10.0%, United Kingdom 7.0%, Netherlands 4.0%, Switzerland 3.0%	2020-03-31	69	291	DRC lineage	-
B.1.151	United Kingdom 78.0%, Ireland 11.0%, France 4.0%, United States of America 2.0%, Belgium 1.0%	2020-03-10	78	91	UK lineage	-
B.1.153	United Kingdom 55.0%, Belgium 11.0%, Australia 9.0%, France 5.0%, Mexico 5.0%	2020-03-11	43	56	English lineage with some Australian, New Zealand and European sequences	-
B.1.157	United Kingdom 55.0%, Spain 38.0%, United States of America 2.0%, Netherlands 1.0%, Australia 1.0%	2020-03-03	170	208	UK/ Spanish lineage	-
B.1.158	Finland 100.0%	2020-03-13	6	19	Finland lineage	-
B.1.159	France 71.0%, Germany 11.0%, Bangladesh 4.0%, Democratic Republic of the Congo 4.0%, Canada 3.0%	2020-03-17	61	73	French lineage	-
B.1.160	France 19.0%, Denmark 13.0%, Canada 11.0%, Switzerland 8.0%, United Kingdom 7.0%	2020-02-02	10413	29582	Large European lineage, sequences from BeNeLuX, Denmark, Switzerland, Hungary and UK.	-
B.1.160.7	United Kingdom 96.0%, France 3.0%, Italy 0.0%, United States of America 0.0%, Denmark 0.0%	2020-10-03	321	426	English Lineage	-
B.1.160.8	Denmark 92.0%, Sweden 7.0%, France 1.0%, Belgium 0.0%, Italy 0.0%	2020-10-05	507	740	Denmark	-
B.1.160.9	Switzerland 75.0%, Belgium 15.0%, France 9.0%, Portugal 1.0%	2020-10-19	83	136	Switzerland	-
B.1.160.10	Switzerland 95.0%, United Kingdom 2.0%, France 2.0%	2020-08-27	54	121	Switzerland	-
B.1.160.11	Switzerland 99.0%, Germany 1.0%	2020-10-08	72	168	Switzerland	-
B.1.160.12	Switzerland 97.0%, Finland 1.0%, France 1.0%, United Kingdom 1.0%, Germany 1.0%	2020-09-15	80	153	Switzerland	-
B.1.160.13	Netherlands 93.0%, Germany 7.0%	2020-09-18	22	30	Netherlands lineage	-
B.1.160.14	Switzerland 92.0%, Germany 3.0%, Slovenia 2.0%, France 1.0%, Spain 1.0%	2020-09-01	200	453	Switzerland	-
B.1.160.15	Switzerland 90.0%, Germany 5.0%, France 2.0%, Canada 1.0%, Turkey 1.0%	2020-09-30	96	188	Mostly Switzerland	-
B.1.160.16	Switzerland 94.0%, Germany 3.0%, Portugal 1.0%, Turkey 1.0%, France 0.0%	2020-08-28	508	1088	Mostly Switzerland	-
AB.1	Denmark 93.0%, Switzerland 6.0%, Canada 1.0%	2020-12-01	81	118	Alias of B.1.160.16.1, Denmark, grown out of big swiss cluster	-
B.1.160.17	Denmark 100.0%	2020-11-09	504	586	Denmark	-
B.1.160.18	Mayotte 68.0%, Reunion 30.0%, France 1.0%	2020-11-10	71	135	Mayotte	-
B.1.160.19	Switzerland 96.0%, France 4.0%	2020-11-24	19	28	Switzerland	-
B.1.160.20	Switzerland 99.0%, Belgium 1.0%	2020-10-12	40	79	Switzerland	-
B.1.160.21	Luxembourg 93.0%, Portugal 4.0%, Canada 2.0%	2020-11-24	35	46	Luxembourg	-
B.1.160.22	Switzerland 90.0%, Germany 5.0%, Portugal 2.0%, Austria 2.0%, France 1.0%	2020-10-07	81	133	Switzerland, Germany, Austria	-
B.1.160.23	United Kingdom 99.0%, Hungary 1.0%, United States of America 1.0%	2020-09-07	142	193	England	-
B.1.160.24	Denmark 95.0%, Sweden 5.0%	2020-11-23	151	219	Denmark	-
B.1.160.25	French_Guiana 82.0%, France 11.0%, Brazil 3.0%, Germany 2.0%, United Kingdom 1.0%	2020-10-16	65	90	French Guiana	-
B.1.160.26	Switzerland 84.0%, France 6.0%, Portugal 4.0%, Luxembourg 3.0%, Germany 1.0%	2020-09-25	194	396	Mostly Switzerland, a little Europe	-
B.1.160.27	Mayotte 98.0%, Reunion 2.0%	2021-01-05	43	64	Mayotte	-
B.1.160.28	Belgium 42.0%, Germany 24.0%, Luxembourg 18.0%, Netherlands 5.0%, Spain 5.0%	2020-09-05	182	302	Belgium and Luxembourg	-
B.1.160.29	Switzerland 83.0%, France 8.0%, Portugal 6.0%, Netherlands 1.0%, Luxembourg 1.0%	2020-10-26	100	225	Switzerland	-
B.1.160.30	Switzerland 76.0%, Germany 14.0%, Spain 6.0%, Belgium 1.0%, India 1.0%	2020-08-17	70	245	Switzerland	-
B.1.160.31	Switzerland 89.0%, Germany 10.0%, Slovenia 1.0%	2020-10-08	69	117	Switzerland	-
B.1.160.32	Switzerland 93.0%, Germany 3.0%, France 1.0%, Mexico 1.0%, Italy 0.0%	2020-08-25	109	209	Switzerland	-
B.1.160.33	United Kingdom 93.0%, France 5.0%, Spain 1.0%, Sweden 0.0%, Germany 0.0%	2020-10-26	130	210	Was part of B.1.160.7 but this is now split on tree. English lineage last seen 2020-11-18 in uk, but long branch to a recent French sample sticking out	-
B.1.161	United States of America 100.0%	2020-03-27	46	55	USA	-
B.1.162	United States of America 98.0%, Canada 2.0%, India 0.0%	2020-03-15	158	212	USA lineage	-
B.1.163	United States of America 98.0%, Republic of Serbia 2.0%	2020-03-16	32	41	USA	-
B.1.164	Latvia 53.0%, Belarus 16.0%, Australia 8.0%, Norway 6.0%, Germany 5.0%	2020-04-24	55	64	Eastern Europe	-
B.1.165	United Kingdom 78.0%, Italy 9.0%, Mexico 5.0%, Germany 4.0%, Switzerland 3.0%	2020-05-01	46	79	England	-
B.1.166	United States of America 98.0%, Canada 2.0%	2020-03-04	110	119	USA lineage	-
B.1.167	United Kingdom 52.0%, Canada 37.0%, United States of America 7.0%, Brazil 4.0%	2020-03-27	21	27	Canada, England	-
B.1.168	United Kingdom 95.0%, United States of America 5.0%	2020-04-23	24	39	Scottish lineage	-
B.1.169	United States of America 99.0%, Romania 1.0%	2020-03-31	56	67	USA, some previously B.1.333.1	-
B.1.170	Egypt 44.0%, Canada 20.0%, United States of America 12.0%, United_Arab_Emirates 5.0%, France 5.0%	2020-03-19	38	152	Egypt UAE	-
B.1.173	United Kingdom 95.0%, Netherlands 3.0%, Brazil 3.0%	2020-05-16	25	37	England	-
B.1.177	United Kingdom 61.0%, Spain 12.0%, Italy 4.0%, Germany 4.0%, Switzerland 4.0%	2020-02-02	37256	71596	Major mostly European lineage, result of opening borders summer 2020	-
B.1.177.2	United Kingdom 94.0%, Ireland 4.0%, Belgium 1.0%, Denmark 0.0%	2020-09-03	157	213	English lineage	-
B.1.177.3	United Kingdom 90.0%, Spain 9.0%, Italy 1.0%, Switzerland 1.0%	2020-08-24	78	129	Welsh and English lineage	-
B.1.177.4	United Kingdom 98.0%, Spain 1.0%, France 0.0%, Denmark 0.0%, Germany 0.0%	2020-06-03	3046	4489	UK lineage	-
B.1.177.5	United Kingdom 100.0%, Sweden 0.0%, Netherlands 0.0%	2020-08-29	508	791	UK, mostly Scotland	-
B.1.177.6	United Kingdom 99.0%, Ireland 0.0%, Portugal 0.0%, Netherlands 0.0%, Tunisia 0.0%	2020-07-07	590	915	Wales lineage	-
B.1.177.7	United Kingdom 98.0%, Norway 1.0%, Ireland 0.0%, Germany 0.0%, Italy 0.0%	2020-03-21	3421	5859	Wales lineage	-
B.1.177.8	United Kingdom 98.0%, Czech_Republic 1.0%, Poland 1.0%, Denmark 0.0%, Cyprus 0.0%	2020-09-03	819	1290	Wales lineage	-
B.1.177.9	United Kingdom 99.0%, Spain 0.0%, Denmark 0.0%, Romania 0.0%, Italy 0.0%	2020-09-02	479	662	UK lineage	-
B.1.177.10	United Kingdom 85.0%, Spain 10.0%, Italy 3.0%, Belgium 1.0%, Switzerland 1.0%	2020-09-02	658	1110	England	-
B.1.177.11	United Kingdom 99.0%, South_Korea 1.0%, Denmark 0.0%, Singapore 0.0%, Norway 0.0%	2020-04-04	317	575	Scotland mostly, some England	-
B.1.177.12	Denmark 100.0%, Latvia 0.0%, Iceland 0.0%, Germany 0.0%, Spain 0.0%	2020-03-30	4359	6495	Danish	-
B.1.177.14	Norway 50.0%, Denmark 47.0%, Spain 3.0%, United Kingdom 1.0%	2020-07-27	134	163	Danish/ Norway lineage	-
B.1.177.15	United Kingdom 95.0%, Spain 3.0%, Italy 1.0%, Sweden 0.0%, Belgium 0.0%	2020-09-01	990	1524	English Welsh lineage	-
AA.1	Germany 41.0%, Spain 26.0%, United Kingdom 11.0%, Netherlands 8.0%, Switzerland 5.0%	2020-08-11	29	132	Alias of B.1.177.15.1, European Lineage	-
AA.2	United Kingdom 100.0%	2020-11-14	65	127	Alias of B.1.177.15.2, Welsh Lineage	-
AA.3	United Kingdom 100.0%	2020-10-21	27	35	Alias of B.1.177.15.3, Welsh Lineage	-
AA.4	United Kingdom 100.0%	2020-10-22	29	110	Alias of B.1.177.15.4, Welsh Lineage	-
AA.5	United Kingdom 100.0%	2020-11-11	40	63	Alias of B.1.177.15.5, Welsh Lineage	-
AA.6	United Kingdom 98.0%, Italy 2.0%	2020-10-13	48	62	Alias of B.1.177.15.6, Welsh Lineage	-
AA.7	United Kingdom 98.0%, Italy 2.0%	2020-11-04	84	109	Alias of B.1.177.15.7, Welsh Lineage	-
AA.8	United Kingdom 100.0%	2020-11-25	30	45	Alias of B.1.177.15.8, Welsh Lineage	-
B.1.177.16	United Kingdom 96.0%, Sweden 2.0%, Italy 0.0%, Croatia 0.0%, Spain 0.0%	2020-09-10	990	1448	UK lineage	-
B.1.177.17	United Kingdom 98.0%, Germany 2.0%, Switzerland 0.0%, Greece 0.0%, Italy 0.0%	2020-08-02	798	1186	UK, merged with B.1.177.13	-
B.1.177.18	United Kingdom 95.0%, Ireland 3.0%, United States of America 1.0%, Luxembourg 0.0%, Greece 0.0%	2020-09-14	513	802	England, some Wales, parent is mainland Europe	-
B.1.177.19	United Kingdom 97.0%, Germany 1.0%, Norway 0.0%, New_Zealand 0.0%, Greece 0.0%	2020-09-03	351	573	England, some Wales	-
B.1.177.20	United Kingdom 99.0%, Germany 1.0%, New_Zealand 0.0%, Portugal 0.0%, Ireland 0.0%	2020-03-21	422	641	England	-
B.1.177.21	Denmark 95.0%, Sweden 4.0%, Germany 1.0%, Spain 0.0%, Iceland 0.0%	2020-08-24	8335	12785	Denmark	-
B.1.177.23	Switzerland 95.0%, Italy 2.0%, Austria 1.0%, Germany 0.0%, France 0.0%	2020-04-08	189	288	Swiss lineage	-
B.1.177.24	Denmark 95.0%, Sweden 3.0%, Iceland 1.0%, United Kingdom 0.0%, Spain 0.0%	2020-08-17	609	767	Danish lineage, contains some previous B.1.177.1	-
B.1.177.25	Gibraltar 100.0%	2020-10-27	41	38	Gibralter lineage	-
B.1.177.26	United Kingdom 100.0%	2020-10-03	102	135	UK lineage	-
B.1.177.27	Denmark 100.0%	2020-10-12	21	100	Danish	-
B.1.177.28	Switzerland 53.0%, Slovenia 33.0%, Greece 9.0%, Italy 5.0%	2020-10-18	28	134	Swiss lineage	-
B.1.177.29	Spain 45.0%, France 20.0%, United Kingdom 15.0%, Portugal 10.0%, Germany 5.0%	2020-09-07	8	20	Spain	-
B.1.177.30	United Kingdom 100.0%	2020-10-23	216	301	England	-
B.1.177.31	Switzerland 62.0%, Germany 13.0%, Sweden 4.0%, Luxembourg 4.0%, Senegal 4.0%	2020-03-26	30	52	Swiss lineage	-
B.1.177.32	Spain 47.0%, Portugal 32.0%, Switzerland 8.0%, Luxembourg 3.0%, France 3.0%	2020-09-29	210	713	Swiss and Portugese mostly	-
B.1.177.33	Italy 71.0%, United Kingdom 16.0%, Germany 4.0%, Switzerland 3.0%, Iceland 2.0%	2020-09-01	196	396	Mostly italian, some swiss, some english	-
B.1.177.34	Netherlands 67.0%, Germany 24.0%, Sweden 10.0%	2020-12-06	12	21	Dutch	-
B.1.177.35	Denmark 53.0%, Sweden 34.0%, Israel 6.0%, France 3.0%, Germany 1.0%	2020-09-25	650	1649	Danish, some Israel more recently	-
B.1.177.36	Netherlands 100.0%	2020-09-14	35	60	Dutch	-
B.1.177.37	Belgium 85.0%, Reunion 8.0%, Italy 5.0%, Denmark 3.0%	2020-11-16	27	39	Belgian	-
B.1.177.38	Netherlands 91.0%, Austria 4.0%, Spain 1.0%, Sweden 1.0%, United Kingdom 1.0%	2020-09-11	41	90	Dutch	-
B.1.177.39	Ireland 59.0%, Denmark 30.0%, United Kingdom 6.0%, Lithuania 2.0%, Germany 2.0%	2020-09-02	45	63	Ireland andNorthern Ireland	-
B.1.177.40	Netherlands 80.0%, Denmark 9.0%, Sweden 4.0%, Belgium 3.0%, Spain 3.0%	2020-08-15	126	193	Dutch	-
B.1.177.41	Sweden 58.0%, Denmark 39.0%, Norway 2.0%, Croatia 1.0%, United Kingdom 1.0%	2020-09-20	123	378	Danish and swedish	-
B.1.177.42	Denmark 99.0%, Israel 0.0%, Norway 0.0%, Sweden 0.0%	2020-10-26	643	891	Danish	-
B.1.177.43	Switzerland 67.0%, Germany 15.0%, Spain 12.0%, Austria 3.0%, Belgium 1.0%	2020-08-17	254	637	Swiss, then into Germany and Austria	-
B.1.177.44	Switzerland 79.0%, Germany 6.0%, United Kingdom 3.0%, Italy 3.0%, Netherlands 2.0%	2020-08-07	917	1874	Swiss mostly	-
B.1.177.45	Iceland 100.0%, Peru 0.0%, Spain 0.0%, France 0.0%, Italy 0.0%	2020-09-12	2460	2543	Iceland	-
B.1.177.46	Sweden 53.0%, Denmark 46.0%, Croatia 0.0%, Germany 0.0%, United States of America 0.0%	2020-10-29	46	1096	Sweden and Denmark	-
B.1.177.47	United Kingdom 71.0%, Spain 18.0%, Italy 6.0%, Turkey 3.0%, Gibraltar 1.0%	2020-10-27	43	77	England	-
B.1.177.48	United Kingdom 100.0%	2020-09-24	213	313	UK lineage	-
B.1.177.49	Spain 74.0%, Canary_Islands 26.0%	2020-09-11	14	27	Spanish lineage	-
B.1.177.50	Netherlands 53.0%, Germany 29.0%, France 4.0%, Luxembourg 3.0%, United Kingdom 3.0%	2020-08-17	101	228	Netherlands / Germany	-
Z.1	United Kingdom 82.0%, Latvia 17.0%, Netherlands 0.0%	2020-06-02	156	309	Alias of B.1.177.50.1, UK lineage	-
B.1.177.51	Italy 40.0%, Switzerland 29.0%, United Kingdom 10.0%, Spain 5.0%, Denmark 4.0%	2020-10-01	84	220	European lineage	-
B.1.177.52	Portugal 35.0%, United Kingdom 25.0%, Germany 18.0%, Italy 5.0%, Luxembourg 5.0%	2020-08-18	277	543	European lineage	-
Y.1	Portugal 86.0%, Switzerland 8.0%, United Kingdom 4.0%, Netherlands 1.0%, Ireland 1.0%	2020-11-03	61	76	Alias of B.1.177.52.1, Portuguese lineage	-
B.1.177.53	Italy 28.0%, Canary_Islands 16.0%, United Kingdom 14.0%, Spain 13.0%, United States of America 9.0%	2020-08-03	123	348	UK lineage	-
W.1	United States of America 39.0%, France 37.0%, Aruba 5.0%, Portugal 4.0%, Spain 3.0%	2020-10-02	44	105	Alias of B.1.177.53.1, French and US lineage	-
W.2	Netherlands 93.0%, Belgium 5.0%, Germany 1.0%, Luxembourg 1.0%, Norway 1.0%	2020-09-23	51	189	Alias of B.1.177.53.2, Dutch lineage	-
W.3	United Kingdom 99.0%, Switzerland 1.0%	2020-08-18	133	178	Alias of B.1.177.53.3, UK lineage	-
W.4	United Kingdom 97.0%, Switzerland 2.0%, Germany 1.0%, Denmark 1.0%, Italy 0.0%	2020-06-03	508	727	Alias of B.1.177.53.4, UK lineage	-
B.1.177.54	United Kingdom 84.0%, Ireland 14.0%, Netherlands 1.0%, France 0.0%, Canada 0.0%	2020-08-17	1059	1575	UK lineage	-
V.1	United Kingdom 65.0%, Ireland 33.0%, Switzerland 2.0%	2020-10-05	28	46	Alias of B.1.177.54.1, Northern Irish and Irish lineage	-
V.2	United Kingdom 97.0%, Ireland 3.0%	2020-10-20	25	32	Alias of B.1.177.54.2, Northern Irish lineage	-
B.1.177.55	United Kingdom 77.0%, Ireland 20.0%, Italy 1.0%, Switzerland 1.0%, Germany 0.0%	2020-08-28	286	413	England and Ireland	-
B.1.177.56	United Kingdom 91.0%, Ireland 8.0%, Spain 0.0%, Cyprus 0.0%, Portugal 0.0%	2020-08-12	971	1435	UK lineage	-
B.1.177.57	United Kingdom 99.0%, France 0.0%, Norway 0.0%, Solomon_Islands 0.0%, New_Zealand 0.0%	2020-06-02	2262	3372	UK lineage	-
B.1.177.58	United Kingdom 91.0%, Ireland 7.0%, Switzerland 1.0%, Germany 1.0%, France 0.0%	2020-09-25	423	727	UK	-
B.1.177.59	Ireland 87.0%, United Kingdom 5.0%, Guadeloupe 4.0%, Belgium 2.0%, Iceland 2.0%	2020-09-05	13	55	Ireland	-
